item_id,order_id,product_id,quantity,unit_price,discount_percent,total_amount
159,52,168,2,846.8,10,1524.24
160,53,486,1,3709.64,0,3709.64
161,53,469,3,2787.57,5,7944.57
162,53,97,1,7527.47,20,6021.98
163,53,307,1,4025.94,5,3824.64
164,54,28,2,865.6,5,1644.64
165,54,136,2,4095.33,5,7781.13
166,54,12,3,6702.6,5,19102.41
167,54,229,1,1923.75,20,1539.0
168,54,175,1,2705.87,5,2570.58
169,55,460,1,5482.86,0,5482.86
170,55,366,2,3668.02,15,6235.63
171,56,293,3,3313.89,15,8450.42
172,56,371,2,3334.15,5,6334.89
173,56,323,1,3174.59,10,2857.13
174,56,136,3,4095.33,20,9828.79
175,56,55,3,2557.47,20,6137.93
176,57,482,3,2997.96,20,7195.1
177,57,166,2,1668.15,15,2835.86
178,57,320,1,2871.25,20,2297.0
179,57,143,3,2546.19,5,7256.64
180,58,7,1,3683.21,10,3314.89
181,59,406,3,4030.65,15,10278.16
182,59,14,2,4530.33,15,7701.56
183,59,369,3,3785.35,20,9084.84
184,60,264,3,4595.31,5,13096.63
185,61,131,3,3407.77,15,8689.81
186,61,154,2,4311.07,0,8622.14
187,62,180,1,1416.52,10,1274.87
188,62,466,1,3949.34,5,3751.87
189,62,334,1,2817.4,10,2535.66
190,62,145,2,4883.75,5,9279.12
191,62,141,2,3465.47,15,5891.3
192,63,74,2,5143.6,10,9258.48
193,63,280,1,4159.17,0,4159.17
194,63,73,3,3534.23,5,10072.56
195,63,58,1,4604.09,0,4604.09
196,64,386,1,701.68,15,596.43
197,64,479,2,6455.27,5,12265.01
198,65,477,1,6445.24,5,6122.98
199,65,289,3,444.25,0,1332.75
200,65,473,3,4437.5,20,10650.0
201,65,36,1,5701.48,0,5701.48
202,66,350,2,2935.2,5,5576.88
203,66,240,3,2624.36,20,6298.46
204,66,102,3,3981.48,15,10152.77
205,67,182,3,5674.91,0,17024.73
206,67,90,1,554.23,15,471.1
207,67,46,1,1707.06,15,1451.0
208,67,442,1,1838.96,10,1655.06
209,68,317,2,2024.72,5,3846.97
210,69,365,2,4165.14,0,8330.28
211,69,407,2,1304.86,20,2087.78
212,70,41,2,2030.39,15,3451.66
213,71,140,2,5179.89,10,9323.8
214,71,38,3,311.52,15,794.38
215,71,364,3,5852.36,10,15801.37
216,71,297,3,1652.12,5,4708.54
217,72,264,1,4595.31,20,3676.25
218,72,252,2,6509.89,20,10415.82
219,72,75,1,3588.68,15,3050.38
220,72,176,3,5112.93,0,15338.79
221,73,440,3,917.04,20,2200.9
222,73,180,1,1416.52,5,1345.69
223,73,376,3,2232.61,0,6697.83
224,73,101,2,1220.42,15,2074.71
225,74,126,1,1428.47,15,1214.2
226,75,312,1,2945.91,5,2798.61
227,75,397,3,877.83,0,2633.49
228,75,62,1,4736.5,10,4262.85
229,75,385,3,4803.52,0,14410.56
230,76,211,2,397.55,10,715.59
231,76,471,3,6761.03,5,19268.94
232,76,387,3,2659.99,0,7979.97
233,76,99,3,3525.46,5,10047.56
234,76,382,2,2439.29,10,4390.72
235,77,354,2,2327.36,20,3723.78
236,77,167,1,4668.94,10,4202.05
237,77,193,2,2454.09,5,4662.77
238,77,77,1,5836.97,5,5545.12
239,77,438,3,780.5,0,2341.5
240,78,223,1,1571.62,5,1493.04
241,79,269,2,1625.72,20,2601.15
242,79,29,2,531.09,10,955.96
243,80,121,1,5227.39,5,4966.02
244,80,114,2,1871.93,10,3369.47
245,80,465,1,5157.02,10,4641.32
246,81,358,2,2126.98,0,4253.96
247,81,253,2,3268.57,5,6210.28
248,81,476,1,6990.17,5,6640.66
249,81,171,1,6936.56,5,6589.73
250,81,311,3,1491.18,20,3578.83
251,82,81,3,2708.98,15,6907.9
252,82,352,1,2137.39,20,1709.91
253,82,258,2,4664.69,5,8862.91
254,83,372,2,2494.74,15,4241.06
255,83,425,1,6436.0,10,5792.4
256,83,33,2,6326.06,10,11386.91
257,83,265,3,2369.28,0,7107.84
258,84,218,2,1540.72,15,2619.22
259,84,232,2,2127.22,5,4041.72
260,84,104,3,7588.14,10,20487.98
261,84,139,3,2265.99,15,5778.27
262,84,323,2,3174.59,15,5396.8
263,85,322,2,331.38,10,596.48
264,85,294,2,6342.22,5,12050.22
265,85,473,2,4437.5,10,7987.5
266,85,410,2,3368.91,10,6064.04
267,85,424,1,4772.1,5,4533.49
268,86,248,3,4272.42,5,12176.4
269,86,289,3,444.25,20,1066.2
270,87,315,1,2226.68,20,1781.34
271,87,257,3,6053.05,15,15435.28
272,87,150,1,1557.76,20,1246.21
273,87,200,2,4431.06,0,8862.12
274,87,31,1,417.45,0,417.45
275,88,370,1,1449.79,10,1304.81
276,88,435,3,5004.28,0,15012.84
277,89,487,3,5533.74,5,15771.16
278,89,93,3,3635.74,5,10361.86
279,89,5,2,1328.64,5,2524.42
280,90,192,2,3551.6,5,6748.04
281,90,120,1,2446.72,20,1957.38
282,90,263,3,6118.35,15,15601.79
283,90,317,3,2024.72,0,6074.16
284,90,288,3,1761.65,10,4756.46
285,91,284,1,465.94,10,419.35
286,91,106,2,5064.37,15,8609.43
287,92,245,1,5580.02,10,5022.02
288,93,429,1,2491.74,10,2242.57
289,94,421,2,5479.21,15,9314.66
290,94,128,1,7249.11,15,6161.74
291,94,78,1,1427.17,10,1284.45
292,94,47,3,6579.35,20,15790.44
293,95,389,1,5170.42,20,4136.34
294,95,306,3,5184.46,10,13998.04
295,95,181,1,4610.23,15,3918.7
296,95,348,3,4604.31,20,11050.34
297,95,300,3,4564.35,10,12323.75
298,96,239,3,4250.43,0,12751.29
299,96,245,3,5580.02,15,14229.05
300,97,263,3,6118.35,0,18355.05
301,97,110,1,489.22,20,391.38
302,97,425,2,6436.0,5,12228.4
303,97,16,1,5460.48,15,4641.41
304,97,369,1,3785.35,20,3028.28
305,98,200,2,4431.06,5,8419.01
306,98,192,1,3551.6,10,3196.44
307,98,253,1,3268.57,15,2778.28
308,99,367,3,1962.95,10,5299.97
309,99,274,1,2891.92,5,2747.32
310,100,265,2,2369.28,10,4264.7
311,101,309,2,5279.6,20,8447.36
312,101,362,2,5311.89,10,9561.4
313,102,377,2,6254.71,5,11883.95
314,102,383,2,2274.41,15,3866.5
315,103,402,3,5870.69,10,15850.86
316,103,376,3,2232.61,15,5693.16
317,103,155,3,1664.23,10,4493.42
318,104,291,3,2165.5,10,5846.85
319,105,389,2,5170.42,0,10340.84
320,105,260,3,5601.62,5,15964.62
321,105,465,2,5157.02,10,9282.64
322,105,47,2,6579.35,10,11842.83
323,106,208,2,6502.5,20,10404.0
324,106,117,2,4321.82,15,7347.09
325,106,282,1,4605.44,5,4375.17
326,106,198,3,1282.09,10,3461.64
327,106,336,1,6427.64,20,5142.11
328,107,478,3,5546.8,15,14144.34
329,107,78,2,1427.17,0,2854.34
330,108,75,1,3588.68,15,3050.38
331,108,455,1,6577.44,5,6248.57
332,109,270,1,1258.93,20,1007.14
333,109,426,3,3266.74,10,8820.2
334,110,220,1,5010.49,5,4759.97
335,110,203,3,5565.81,0,16697.43
336,110,485,3,5804.27,10,15671.53
337,110,458,3,5337.73,15,13611.21
338,111,480,2,5004.56,0,10009.12
339,111,127,3,5625.09,15,14343.98
340,112,196,1,417.62,15,354.98
341,112,14,3,4530.33,10,12231.89
342,112,477,1,6445.24,20,5156.19
343,112,275,3,5860.41,20,14064.98
344,112,133,2,1385.0,0,2770.0
345,113,150,2,1557.76,20,2492.42
346,113,116,1,1376.85,5,1308.01
347,113,376,1,2232.61,10,2009.35
348,113,318,2,2099.77,5,3989.56
349,114,102,1,3981.48,0,3981.48
350,114,339,3,6100.66,15,15556.68
351,114,255,3,2139.05,5,6096.29
352,114,205,2,7507.34,15,12762.48
353,115,111,1,1792.47,0,1792.47
354,115,227,3,4092.37,20,9821.69
355,115,347,3,4144.0,10,11188.8
356,115,294,1,6342.22,10,5708.0
357,116,59,1,2105.47,10,1894.92
358,116,275,2,5860.41,20,9376.66
359,117,159,3,1228.11,20,2947.46
360,117,173,2,3034.57,5,5765.68
361,117,161,1,1211.4,15,1029.69
362,117,105,2,1490.91,10,2683.64
363,118,265,1,2369.28,0,2369.28
364,118,380,1,7417.53,5,7046.65
365,118,317,3,2024.72,15,5163.04
366,119,315,3,2226.68,10,6012.04
367,119,14,3,4530.33,10,12231.89
368,120,201,1,585.34,20,468.27
369,120,345,2,4146.5,0,8293.0
370,120,476,1,6990.17,10,6291.15
371,120,281,3,5148.08,10,13899.82
372,121,442,3,1838.96,10,4965.19
373,121,156,1,6069.85,10,5462.87
374,121,390,3,5505.55,10,14864.99
375,122,310,1,4898.75,10,4408.88
376,122,344,2,7305.89,15,12420.01
377,122,287,2,6451.34,10,11612.41
378,122,44,2,1340.72,10,2413.3
379,123,373,3,3574.56,0,10723.68
380,123,104,1,7588.14,10,6829.33
381,123,75,2,3588.68,5,6818.49
382,123,407,3,1304.86,10,3523.12
383,123,88,1,5842.95,5,5550.8
384,124,466,2,3949.34,20,6318.94
385,124,486,2,3709.64,10,6677.35
386,124,433,3,6812.09,10,18392.64
387,124,393,3,2875.73,10,7764.47
388,124,305,1,3796.64,0,3796.64
389,125,157,1,7015.66,10,6314.09
390,125,33,3,6326.06,0,18978.18
391,126,438,1,780.5,5,741.47
392,126,126,3,1428.47,0,4285.41
393,126,87,2,2389.96,20,3823.94
394,126,395,2,2150.97,0,4301.94
395,127,192,1,3551.6,15,3018.86
396,127,112,3,1181.15,15,3011.93
397,128,77,1,5836.97,15,4961.42
398,128,447,1,5286.23,15,4493.3
399,128,125,3,1417.53,15,3614.7
400,128,180,3,1416.52,15,3612.13
401,128,276,3,840.0,20,2016.0
402,129,475,1,6674.59,5,6340.86
403,130,246,3,4424.62,0,13273.86
404,131,120,3,2446.72,15,6239.14
405,131,391,2,2009.58,5,3818.2
406,131,210,2,5315.86,5,10100.13
407,132,460,1,5482.86,20,4386.29
408,132,306,3,5184.46,15,13220.37
409,133,84,1,1771.92,5,1683.32
410,133,18,1,1910.15,5,1814.64
411,133,269,1,1625.72,5,1544.43
412,133,375,1,4064.32,10,3657.89
413,134,268,3,3922.32,10,10590.26
414,134,100,3,3988.92,15,10171.75
415,134,224,1,245.53,10,220.98
416,135,437,3,986.46,20,2367.5
417,135,278,2,2338.26,5,4442.69
418,135,407,1,1304.86,20,1043.89
419,135,488,3,1173.79,5,3345.3
420,135,446,1,1931.67,0,1931.67
421,136,353,2,4033.86,0,8067.72
422,136,107,2,564.18,20,902.69
423,137,43,3,6636.71,10,17919.12
424,137,157,3,7015.66,10,18942.28
425,137,159,1,1228.11,10,1105.3
426,137,379,3,5208.33,20,12499.99
427,138,235,3,1098.4,15,2800.92
428,138,351,2,3741.37,5,7108.6
429,138,417,1,2183.95,5,2074.75
430,138,126,1,1428.47,5,1357.05
431,138,11,1,1953.31,15,1660.31
432,139,441,2,4798.11,10,8636.6
433,139,250,1,2966.01,20,2372.81
434,139,97,3,7527.47,20,18065.93
435,139,376,3,2232.61,0,6697.83
436,139,74,1,5143.6,15,4372.06
437,140,288,3,1761.65,15,4492.21
438,141,127,1,5625.09,5,5343.84
439,142,319,2,1987.96,10,3578.33
440,142,477,3,6445.24,10,17402.15
441,142,60,3,3086.38,5,8796.18
442,142,209,3,4416.27,15,11261.49
443,142,377,3,6254.71,0,18764.13
444,143,297,2,1652.12,10,2973.82
445,143,290,3,1712.97,5,4881.96
446,143,149,3,677.69,0,2033.07
447,144,14,2,4530.33,20,7248.53
448,144,85,1,2808.24,15,2387.0
449,144,132,3,3325.79,5,9478.5
450,145,337,3,3201.23,20,7682.95
451,145,105,2,1490.91,5,2832.73
452,145,231,2,4575.63,20,7321.01
453,146,2,1,3215.77,15,2733.4
454,146,44,1,1340.72,0,1340.72
455,146,288,2,1761.65,10,3170.97
456,146,38,2,311.52,0,623.04
457,147,474,1,3499.67,0,3499.67
458,148,177,1,2750.97,20,2200.78
459,148,148,1,3537.78,20,2830.22
460,148,363,3,1697.25,5,4837.16
461,148,369,2,3785.35,15,6435.09
462,148,127,2,5625.09,5,10687.67
463,149,428,1,3496.44,5,3321.62
464,150,69,1,5010.91,0,5010.91
465,150,310,2,4898.75,0,9797.5
466,150,261,3,1783.09,10,4814.34
467,151,197,3,5076.47,0,15229.41
468,151,81,1,2708.98,20,2167.18
469,151,483,3,5120.09,5,14592.26
470,151,281,2,5148.08,15,8751.74
471,151,393,3,2875.73,20,6901.75
472,152,421,1,5479.21,20,4383.37
473,152,408,1,5885.53,10,5296.98
474,153,417,1,2183.95,5,2074.75
475,153,61,3,294.65,20,707.16
476,154,297,3,1652.12,15,4212.91
477,154,445,3,1677.39,20,4025.74
478,154,455,1,6577.44,0,6577.44
479,154,84,2,1771.92,10,3189.46
480,155,157,1,7015.66,20,5612.53
481,155,2,3,3215.77,10,8682.58
482,155,176,1,5112.93,0,5112.93
483,155,281,3,5148.08,5,14672.03
484,156,196,3,417.62,5,1190.22
485,156,82,2,2444.46,0,4888.92
486,156,488,3,1173.79,5,3345.3
487,156,464,1,3055.68,10,2750.11
488,157,30,2,4803.08,10,8645.54
489,158,62,2,4736.5,20,7578.4
490,159,406,3,4030.65,20,9673.56
491,159,329,1,4514.9,15,3837.66
492,159,112,3,1181.15,15,3011.93
493,159,398,1,6620.86,10,5958.77
494,159,446,2,1931.67,10,3477.01
495,160,232,2,2127.22,10,3829.0
496,160,236,2,4408.04,15,7493.67
497,160,259,3,3797.38,15,9683.32
498,161,308,3,1524.38,0,4573.14
499,162,48,3,316.36,15,806.72
500,162,266,1,655.75,15,557.39
501,163,489,2,3004.04,10,5407.27
502,163,393,3,2875.73,5,8195.83
503,163,431,1,1270.86,20,1016.69
504,163,305,3,3796.64,15,9681.43
505,164,455,1,6577.44,10,5919.7
506,164,41,3,2030.39,5,5786.61
507,165,291,3,2165.5,0,6496.5
508,165,11,3,1953.31,20,4687.94
509,166,25,2,5482.5,0,10965.0
510,166,378,3,615.45,0,1846.35
511,166,121,1,5227.39,0,5227.39
512,166,151,1,2209.42,10,1988.48
513,166,376,1,2232.61,15,1897.72
514,167,289,3,444.25,20,1066.2
515,167,111,3,1792.47,5,5108.54
516,167,355,2,1612.73,0,3225.46
517,167,172,3,2309.64,10,6236.03
518,168,362,2,5311.89,20,8499.02
519,169,296,1,2405.04,5,2284.79
520,169,140,2,5179.89,20,8287.82
521,169,432,3,5383.24,20,12919.78
522,170,139,3,2265.99,20,5438.38
523,170,29,1,531.09,20,424.87
524,170,469,2,2787.57,0,5575.14
525,170,471,1,6761.03,15,5746.88
526,170,26,2,1221.93,5,2321.67
527,171,382,1,2439.29,15,2073.4
528,171,50,1,7411.7,20,5929.36
529,171,194,2,4961.58,5,9427.0
530,172,244,3,4918.04,15,12541.0
531,173,208,3,6502.5,0,19507.5
532,174,347,3,4144.0,10,11188.8
533,174,465,1,5157.02,15,4383.47
534,175,65,3,5652.16,10,15260.83
535,175,397,1,877.83,10,790.05
536,176,8,1,6290.8,20,5032.64
537,176,459,1,3643.36,5,3461.19
538,176,274,3,2891.92,10,7808.18
539,176,101,1,1220.42,0,1220.42
540,177,398,3,6620.86,15,16883.19
541,177,140,3,5179.89,5,14762.69
542,177,34,2,5794.17,10,10429.51
543,177,363,3,1697.25,0,5091.75
544,178,144,1,7284.31,20,5827.45
545,178,3,2,3319.4,5,6306.86
546,178,409,2,3240.29,5,6156.55
547,178,397,1,877.83,10,790.05
548,179,414,2,2510.66,10,4519.19
549,179,226,3,5779.3,5,16471.01
550,179,70,1,2001.39,10,1801.25
551,179,369,1,3785.35,0,3785.35
552,179,388,1,2218.8,10,1996.92
553,180,374,1,1802.67,10,1622.4
554,180,367,2,1962.95,5,3729.61
555,181,471,2,6761.03,15,11493.75
556,181,103,3,2323.84,5,6622.94
557,181,403,1,4235.0,0,4235.0
558,182,427,2,3738.11,10,6728.6
559,183,52,2,6508.62,20,10413.79
560,183,47,3,6579.35,5,18751.15
561,183,44,3,1340.72,15,3418.84
562,183,199,2,352.68,5,670.09
563,184,161,1,1211.4,5,1150.83
564,184,82,3,2444.46,5,6966.71
565,184,78,1,1427.17,0,1427.17
566,184,256,1,5002.84,0,5002.84
567,184,413,3,4322.39,0,12967.17
568,185,386,3,701.68,10,1894.54
569,185,404,3,563.4,0,1690.2
570,185,325,1,2195.94,5,2086.14
571,185,378,2,615.45,10,1107.81
572,185,165,1,5590.51,5,5310.98
573,186,214,1,2474.95,0,2474.95
574,186,230,2,4148.17,10,7466.71
575,186,440,1,917.04,5,871.19
576,186,281,2,5148.08,15,8751.74
577,186,374,3,1802.67,15,4596.81
578,187,163,1,3339.46,20,2671.57
579,187,74,3,5143.6,20,12344.64
580,187,18,3,1910.15,20,4584.36
581,188,25,3,5482.5,5,15625.12
582,188,20,1,3611.54,0,3611.54
583,188,242,1,6330.61,15,5381.02
584,188,155,1,1664.23,5,1581.02
585,189,456,1,5930.39,0,5930.39
586,189,246,1,4424.62,20,3539.7
587,189,63,2,3505.88,15,5960.0
588,189,99,1,3525.46,0,3525.46
589,190,174,1,3472.58,0,3472.58
590,190,105,3,1490.91,0,4472.73
591,190,323,1,3174.59,5,3015.86
592,190,460,3,5482.86,20,13158.86
593,190,19,3,528.93,0,1586.79
594,191,441,3,4798.11,5,13674.61
595,191,121,1,5227.39,10,4704.65
596,191,216,3,5868.33,0,17604.99
597,191,198,1,1282.09,20,1025.67
598,191,460,2,5482.86,20,8772.58
599,192,293,2,3313.89,20,5302.22
600,192,65,3,5652.16,20,13565.18
601,192,239,1,4250.43,10,3825.39
602,193,340,2,4345.92,15,7388.06
603,193,140,1,5179.89,0,5179.89
604,194,166,1,1668.15,15,1417.93
605,194,462,1,4181.01,15,3553.86
606,195,226,3,5779.3,20,13870.32
607,196,189,1,3062.99,0,3062.99
608,197,254,2,3465.51,15,5891.37
609,197,423,2,1123.35,15,1909.69
610,198,78,2,1427.17,20,2283.47
611,198,290,2,1712.97,10,3083.35
612,199,321,1,5283.24,10,4754.92
613,199,221,2,321.01,5,609.92
614,199,432,1,5383.24,15,4575.75
615,200,347,3,4144.0,15,10567.2
616,200,218,3,1540.72,10,4159.94
617,200,258,1,4664.69,0,4664.69
618,200,395,3,2150.97,15,5484.97
619,201,377,3,6254.71,10,16887.72
620,201,173,3,3034.57,10,8193.34
621,202,173,1,3034.57,10,2731.11
622,202,285,2,758.92,20,1214.27
623,202,232,1,2127.22,0,2127.22
624,203,234,3,5602.12,5,15966.04
625,203,86,2,2015.41,20,3224.66
626,203,231,2,4575.63,10,8236.13
627,203,102,2,3981.48,0,7962.96
628,203,99,1,3525.46,10,3172.91
629,204,368,2,5843.88,0,11687.76
630,204,293,2,3313.89,20,5302.22
631,204,118,2,3713.81,0,7427.62
632,205,465,1,5157.02,15,4383.47
633,205,13,3,1368.09,5,3899.06
634,206,227,1,4092.37,0,4092.37
635,206,470,1,2352.57,5,2234.94
636,206,381,3,556.77,0,1670.31
637,206,234,2,5602.12,5,10644.03
638,206,99,2,3525.46,5,6698.37
639,207,232,3,2127.22,15,5424.41
640,207,279,1,4485.22,10,4036.7
641,207,241,1,662.2,10,595.98
642,207,51,1,3670.45,5,3486.93
643,208,390,2,5505.55,15,9359.43
644,208,28,1,865.6,0,865.6
645,209,442,3,1838.96,0,5516.88
646,209,147,1,3179.57,15,2702.63
647,209,234,3,5602.12,10,15125.72
648,209,49,3,3687.74,5,10510.06
649,210,342,1,1868.95,20,1495.16
650,210,182,2,5674.91,20,9079.86
651,211,374,3,1802.67,0,5408.01
652,212,87,2,2389.96,5,4540.92
653,212,211,2,397.55,0,795.1
654,213,403,2,4235.0,15,7199.5
655,213,14,2,4530.33,0,9060.66
656,213,87,2,2389.96,15,4062.93
657,214,58,3,4604.09,20,11049.82
658,215,489,3,3004.04,10,8110.91
659,216,55,3,2557.47,20,6137.93
660,216,231,2,4575.63,10,8236.13
661,217,128,2,7249.11,20,11598.58
662,218,64,2,1425.78,15,2423.83
663,218,166,2,1668.15,15,2835.86
664,218,147,3,3179.57,5,9061.77
665,219,163,1,3339.46,0,3339.46
666,220,196,3,417.62,15,1064.93
667,221,247,3,2157.02,20,5176.85
668,221,293,3,3313.89,0,9941.67
669,221,15,3,3042.85,15,7759.27
670,221,148,3,3537.78,5,10082.67
671,221,35,1,2443.09,15,2076.63
672,222,48,2,316.36,5,601.08
673,223,437,2,986.46,0,1972.92
674,224,215,3,5841.08,0,17523.24
675,224,382,1,2439.29,20,1951.43
676,224,199,3,352.68,20,846.43
677,224,174,1,3472.58,5,3298.95
678,225,395,2,2150.97,5,4086.84
679,226,271,3,1157.82,15,2952.44
680,227,429,2,2491.74,5,4734.31
681,227,359,3,261.86,0,785.58
682,227,413,2,4322.39,0,8644.78
683,228,267,1,4779.51,0,4779.51
684,228,46,2,1707.06,20,2731.3
685,228,59,2,2105.47,0,4210.94
686,229,86,1,2015.41,15,1713.1
687,229,227,1,4092.37,5,3887.75
688,229,218,1,1540.72,10,1386.65
689,229,166,1,1668.15,20,1334.52
690,230,183,1,2068.72,20,1654.98
691,230,197,3,5076.47,5,14467.94
692,230,406,1,4030.65,5,3829.12
693,230,375,3,4064.32,15,10364.02
694,230,73,2,3534.23,15,6008.19
695,231,79,3,3656.05,15,9322.93
696,232,474,1,3499.67,0,3499.67
697,232,420,2,6363.59,20,10181.74
698,232,323,3,3174.59,15,8095.2
699,232,163,3,3339.46,10,9016.54
700,233,82,1,2444.46,10,2200.01
701,233,376,2,2232.61,5,4241.96
