order_id,customer_id,order_date,payment_method,order_status
153,7862,2024-07-25,Wallet,Cancelled
154,2053,2023-08-23,COD,Returned
155,8544,2025-07-10,Wallet,Cancelled
156,898,2023-05-08,UPI,Cancelled
157,7479,2024-07-08,UPI,Cancelled
158,7638,2024-09-24,Wallet,Shipped
159,4269,2025-08-07,Debit Card,Shipped
160,9952,2023-03-28,Credit Card,Shipped
161,1593,2024-02-06,Credit Card,Shipped
162,8972,2024-08-11,Wallet,Delivered
163,9719,2025-11-24,UPI,Cancelled
164,917,2025-07-20,Wallet,Cancelled
165,8386,2025-12-17,Wallet,Cancelled
166,7708,2023-10-07,Debit Card,Cancelled
167,9708,2025-11-02,UPI,Cancelled
168,1623,2023-06-02,UPI,Delivered
169,5160,2024-06-26,Wallet,Shipped
170,1060,2024-08-27,UPI,Returned
171,7798,2024-03-20,COD,Returned
172,3361,2025-03-09,Debit Card,Cancelled
173,2322,2023-02-24,COD,Delivered
174,9168,2023-12-02,Wallet,Delivered
175,2937,2025-07-13,Wallet,Shipped
176,8382,2023-04-08,Wallet,Shipped
177,1556,2023-09-14,Wallet,Delivered
178,797,2023-02-24,UPI,Shipped
179,947,2024-11-27,COD,Cancelled
180,1329,2023-04-14,COD,Delivered
181,4014,2025-04-06,COD,Shipped
182,6640,2025-06-27,Wallet,Cancelled
183,460,2025-06-21,Wallet,Delivered
184,3850,2024-04-18,COD,Returned
185,6780,2023-12-12,UPI,Delivered
186,4360,2023-05-18,Debit Card,Returned
187,2920,2024-08-20,COD,Cancelled
188,5653,2025-07-22,Wallet,Shipped
189,8567,2023-11-21,COD,Delivered
190,333,2025-02-12,Wallet,Cancelled
191,2268,2023-06-23,COD,Delivered
192,422,2025-10-13,UPI,Delivered
193,7973,2025-10-12,Debit Card,Cancelled
194,669,2023-06-21,UPI,Returned
195,8436,2024-12-23,COD,Cancelled
196,9090,2023-04-14,UPI,Returned
197,2082,2024-08-24,Debit Card,Cancelled
198,1311,2025-06-19,Wallet,Cancelled
199,2018,2025-08-06,COD,Delivered
200,3824,2024-10-18,UPI,Shipped
201,643,2024-09-03,UPI,Shipped
202,2535,2023-05-20,Wallet,Shipped
203,2024,2025-02-19,Debit Card,Returned
204,4404,2025-04-04,Credit Card,Delivered
205,7855,2025-08-02,COD,Delivered
206,8021,2025-12-27,UPI,Cancelled
207,4073,2025-08-15,Debit Card,Shipped
208,4021,2023-06-21,Credit Card,Cancelled
209,2175,2024-04-25,Wallet,Returned
210,774,2023-02-16,Credit Card,Returned
211,11,2025-04-16,Wallet,Delivered
212,7349,2023-09-26,UPI,Returned
213,657,2024-08-12,Wallet,Delivered
214,5690,2025-06-26,Wallet,Delivered
215,2587,2023-12-13,Debit Card,Cancelled
216,3677,2025-09-03,UPI,Returned
217,591,2023-04-16,Debit Card,Cancelled
218,4456,2025-11-10,Wallet,Cancelled
219,8087,2023-09-17,Credit Card,Returned
220,7926,2025-01-23,Debit Card,Returned
221,2343,2023-12-27,COD,Cancelled
222,8187,2024-04-09,Debit Card,Cancelled
223,2344,2023-11-02,Debit Card,Returned
224,3608,2024-02-04,UPI,Cancelled
225,8120,2024-09-17,Debit Card,Cancelled
226,9116,2023-12-11,COD,Shipped
227,9171,2024-12-12,Credit Card,Cancelled
228,9356,2024-12-24,Debit Card,Shipped
229,2523,2025-06-17,COD,Delivered
230,7846,2025-02-11,Debit Card,Shipped
231,4737,2024-06-11,Wallet,Shipped
232,3287,2024-02-16,Wallet,Cancelled
233,3959,2024-01-10,Credit Card,Shipped
234,8694,2025-02-15,Debit Card,Cancelled
235,1757,2024-04-20,UPI,Cancelled
236,5096,2023-09-19,Wallet,Cancelled
237,3874,2024-06-22,Debit Card,Shipped
238,3371,2025-10-13,Debit Card,Shipped
239,3633,2023-11-02,Credit Card,Returned
240,4036,2023-10-26,Credit Card,Delivered
241,3670,2025-06-11,Credit Card,Delivered
242,135,2023-03-05,Debit Card,Delivered
243,8148,2025-05-23,Debit Card,Shipped
244,7050,2025-08-28,Debit Card,Returned
245,66,2025-08-23,UPI,Delivered
246,4331,2023-07-25,Debit Card,Delivered
247,1271,2023-07-21,Credit Card,Returned
248,4371,2025-06-23,Credit Card,Delivered
249,27,2025-05-14,COD,Delivered
250,2313,2024-06-11,Credit Card,Returned
251,5860,2024-04-06,UPI,Delivered
252,3213,2025-03-01,COD,Delivered
253,2797,2025-02-11,COD,Cancelled
254,252,2023-10-13,Wallet,Delivered
255,6486,2025-07-25,COD,Returned
256,5778,2024-06-24,COD,Shipped
257,4878,2023-01-15,Wallet,Cancelled
258,7804,2023-10-01,COD,Shipped
259,4629,2025-01-01,Debit Card,Shipped
260,1056,2025-05-09,COD,Returned
261,7462,2024-09-26,COD,Cancelled
262,5416,2024-12-22,Credit Card,Delivered
263,9508,2024-08-22,COD,Shipped
264,1207,2025-09-15,Debit Card,Returned
265,815,2024-08-26,Wallet,Shipped
266,596,2025-02-25,Wallet,Cancelled
267,2854,2023-12-15,COD,Returned
268,3334,2024-04-02,Wallet,Shipped
269,7981,2024-10-06,Debit Card,Returned
270,2952,2023-02-03,Debit Card,Cancelled
271,271,2025-01-12,Debit Card,Shipped
272,608,2025-03-24,Credit Card,Delivered
273,7770,2024-09-12,Debit Card,Returned
274,8224,2023-01-25,Debit Card,Returned
275,8727,2025-06-19,Wallet,Delivered
276,7446,2025-04-28,Debit Card,Cancelled
277,8180,2023-09-04,UPI,Returned
278,2264,2023-11-15,Credit Card,Cancelled
279,5748,2023-04-01,Wallet,Shipped
280,446,2025-10-19,Wallet,Shipped
281,9804,2023-02-11,UPI,Shipped
282,492,2023-11-03,Wallet,Cancelled
283,5763,2025-03-28,COD,Shipped
284,168,2024-01-11,Debit Card,Returned
285,5962,2023-12-15,Wallet,Cancelled
286,745,2024-11-19,Credit Card,Delivered
287,9496,2025-07-11,Credit Card,Shipped
288,8592,2025-07-15,UPI,Returned
289,9493,2024-12-05,Wallet,Returned
290,2410,2025-05-28,COD,Delivered
291,838,2024-04-18,COD,Returned
292,2304,2024-05-28,UPI,Delivered
293,7687,2023-08-18,Debit Card,Returned
294,2916,2023-06-02,COD,Shipped
295,3915,2025-01-15,COD,Shipped
296,1265,2025-01-24,Credit Card,Shipped
297,8749,2025-07-27,Credit Card,Cancelled
298,7132,2023-07-09,UPI,Returned
299,9530,2024-10-07,Credit Card,Delivered
300,4237,2024-02-24,COD,Shipped
301,3518,2024-06-01,UPI,Cancelled
302,4025,2024-11-18,Credit Card,Delivered
303,2608,2025-03-26,Credit Card,Delivered
304,8634,2023-10-21,Debit Card,Returned
305,4096,2023-09-13,COD,Returned
306,5583,2025-04-19,UPI,Cancelled
307,1086,2023-01-25,Credit Card,Delivered
308,8000,2023-06-23,Wallet,Cancelled
309,1463,2025-03-03,COD,Shipped
310,9378,2025-05-23,Credit Card,Cancelled
311,2064,2023-07-16,Credit Card,Returned
312,8953,2024-12-10,Credit Card,Shipped
313,179,2023-01-19,Debit Card,Shipped
314,4945,2024-05-08,COD,Delivered
315,770,2024-03-25,Debit Card,Returned
316,8621,2025-08-05,Credit Card,Returned
317,2094,2024-10-25,COD,Shipped
318,8871,2024-03-19,Wallet,Cancelled
319,2749,2025-03-27,Wallet,Returned
320,7937,2025-11-08,Debit Card,Cancelled
321,7415,2023-11-11,Wallet,Delivered
322,8951,2025-03-12,Debit Card,Returned
323,5843,2025-10-07,Debit Card,Returned
324,6701,2023-04-03,UPI,Shipped
325,7874,2023-01-08,Wallet,Delivered
326,8748,2024-01-13,Wallet,Shipped
327,5009,2024-09-16,COD,Returned
328,5733,2025-09-07,COD,Returned
329,3515,2025-05-05,Wallet,Cancelled
330,1731,2023-03-02,Credit Card,Delivered
331,4272,2025-03-04,COD,Returned
332,5444,2025-02-25,Debit Card,Delivered
333,9599,2024-11-17,UPI,Shipped
334,5754,2025-08-01,Wallet,Cancelled
335,4633,2024-06-04,Debit Card,Delivered
336,817,2023-09-27,UPI,Delivered
337,1949,2025-06-05,Credit Card,Delivered
338,5880,2023-12-24,Debit Card,Shipped
339,5628,2023-09-13,Debit Card,Cancelled
340,6768,2025-02-08,Debit Card,Cancelled
341,8154,2024-08-25,Credit Card,Shipped
342,3131,2023-05-17,UPI,Returned
343,7836,2024-01-26,Credit Card,Delivered
344,3601,2025-01-02,Wallet,Delivered
345,4618,2023-07-17,COD,Delivered
346,7155,2024-11-06,Credit Card,Cancelled
347,9007,2024-12-05,Debit Card,Returned
348,9737,2023-12-07,UPI,Delivered
349,8286,2023-05-08,Credit Card,Cancelled
350,6691,2025-01-24,Credit Card,Cancelled
351,8408,2023-07-28,UPI,Cancelled
352,8014,2025-05-18,Wallet,Returned
353,4926,2024-05-11,COD,Returned
354,3788,2024-08-14,Credit Card,Returned
355,6555,2024-05-23,UPI,Returned
356,154,2024-07-26,COD,Delivered
357,1131,2023-01-10,Credit Card,Delivered
358,3208,2023-03-28,Credit Card,Cancelled
359,7781,2023-05-09,COD,Delivered
360,7126,2024-03-27,Credit Card,Cancelled
361,9510,2025-11-05,Wallet,Delivered
362,4776,2023-06-25,COD,Delivered
363,5001,2024-05-23,Debit Card,Returned
364,2338,2025-10-03,Credit Card,Delivered
365,2450,2023-02-04,Wallet,Returned
366,3547,2025-10-20,UPI,Delivered
367,9514,2025-10-22,Credit Card,Shipped
368,5405,2023-11-27,Wallet,Returned
369,271,2024-12-21,UPI,Delivered
370,9609,2024-10-19,COD,Cancelled
371,8182,2024-07-26,COD,Shipped
372,1218,2025-01-03,UPI,Delivered
373,4369,2024-03-17,Credit Card,Returned
374,859,2024-08-06,Debit Card,Returned
375,1890,2024-07-18,Credit Card,Returned
376,8389,2025-09-18,COD,Delivered
377,2887,2024-08-14,Debit Card,Delivered
378,8999,2024-03-07,Credit Card,Returned
379,1528,2025-10-20,Debit Card,Returned
380,5261,2023-11-12,Credit Card,Returned
381,4423,2025-08-28,Wallet,Returned
382,3262,2025-10-01,UPI,Delivered
383,1096,2025-05-13,COD,Delivered
384,348,2023-02-07,Wallet,Cancelled
385,8481,2023-09-05,Debit Card,Cancelled
386,6741,2025-03-08,UPI,Cancelled
387,2976,2025-07-07,Credit Card,Cancelled
388,4305,2025-05-05,COD,Cancelled
389,3080,2023-12-17,COD,Delivered
390,1754,2024-06-27,COD,Shipped
391,2164,2025-02-24,COD,Shipped
392,3942,2023-01-26,UPI,Returned
393,7089,2025-11-06,COD,Returned
394,1143,2023-03-17,Debit Card,Cancelled
395,5078,2023-02-04,Wallet,Returned
396,4864,2023-09-27,COD,Shipped
397,2975,2023-11-20,Wallet,Cancelled
398,3341,2023-04-26,Debit Card,Cancelled
399,315,2024-02-20,Credit Card,Returned
400,4110,2024-04-25,Wallet,Cancelled
401,6252,2024-10-15,UPI,Shipped
402,6481,2025-02-14,Credit Card,Delivered
403,8385,2024-04-09,Wallet,Delivered
404,501,2023-12-12,UPI,Returned
405,8544,2024-11-26,Credit Card,Returned
406,9172,2025-08-11,Credit Card,Shipped
407,2187,2023-07-25,COD,Returned
408,186,2025-04-04,Credit Card,Returned
409,8517,2025-10-15,Credit Card,Delivered
410,4414,2024-11-26,Credit Card,Returned
411,6576,2025-03-17,Debit Card,Returned
412,7110,2025-11-23,Debit Card,Shipped
413,9677,2023-01-10,COD,Delivered
414,6097,2024-07-16,Credit Card,Cancelled
415,6758,2025-08-15,UPI,Shipped
416,2048,2023-10-17,Credit Card,Returned
417,1475,2023-07-15,Credit Card,Returned
418,4054,2024-06-25,UPI,Cancelled
419,2068,2023-04-24,Credit Card,Returned
420,981,2023-01-07,Wallet,Shipped
421,4663,2024-08-15,Debit Card,Shipped
422,7189,2024-10-22,Debit Card,Cancelled
423,5139,2024-06-14,COD,Returned
424,9049,2023-08-02,Debit Card,Delivered
425,1986,2025-03-13,Debit Card,Delivered
426,4069,2025-10-22,Wallet,Cancelled
427,4956,2025-11-26,Credit Card,Shipped
428,7597,2025-11-01,UPI,Cancelled
429,4228,2023-09-26,COD,Delivered
430,4402,2023-06-18,Credit Card,Cancelled
431,2097,2023-08-16,Credit Card,Delivered
432,2040,2024-02-10,COD,Shipped
433,1497,2023-06-18,Credit Card,Shipped
434,5862,2023-03-09,Credit Card,Returned
435,8144,2024-07-16,Credit Card,Returned
436,2651,2023-08-18,Credit Card,Delivered
437,7058,2025-08-18,COD,Returned
438,7471,2024-10-26,COD,Delivered
439,4315,2025-06-07,Credit Card,Shipped
440,8822,2023-01-14,Debit Card,Delivered
441,9274,2025-06-11,Debit Card,Cancelled
442,4597,2023-05-22,Credit Card,Shipped
443,6312,2025-09-23,UPI,Returned
444,7003,2024-11-25,UPI,Returned
445,5274,2024-06-20,Credit Card,Cancelled
446,1912,2023-11-21,Debit Card,Cancelled
447,5524,2025-12-19,Debit Card,Shipped
448,9737,2024-09-24,COD,Delivered
449,189,2025-08-15,Credit Card,Shipped
450,5529,2025-02-16,Debit Card,Returned
451,9355,2023-07-06,Debit Card,Cancelled
452,5174,2025-10-04,Credit Card,Delivered
453,6782,2024-10-22,UPI,Shipped
454,6944,2023-11-09,Credit Card,Delivered
455,3413,2024-07-03,UPI,Cancelled
456,7671,2024-10-11,UPI,Delivered
457,5724,2025-11-07,UPI,Returned
458,1267,2023-09-05,UPI,Returned
459,1676,2023-07-22,Credit Card,Returned
460,3131,2024-01-07,Debit Card,Delivered
461,1105,2023-12-26,UPI,Returned
462,1859,2024-09-19,Wallet,Returned
463,8283,2025-09-05,Credit Card,Cancelled
464,7317,2024-05-08,Credit Card,Delivered
465,6791,2024-01-03,Credit Card,Delivered
466,3702,2023-05-13,Debit Card,Shipped
467,6182,2025-01-15,Debit Card,Shipped
468,1829,2023-10-28,COD,Shipped
469,8008,2025-05-18,UPI,Shipped
470,6117,2024-04-06,Wallet,Delivered
471,3302,2024-08-12,Wallet,Shipped
472,6640,2023-01-18,Credit Card,Shipped
473,2826,2024-10-26,Debit Card,Delivered
474,3234,2024-04-11,Credit Card,Cancelled
475,1047,2024-09-09,Credit Card,Returned
476,1381,2025-07-20,Debit Card,Cancelled
477,1568,2024-06-08,UPI,Delivered
478,1966,2024-01-12,Debit Card,Cancelled
479,3419,2023-11-26,Debit Card,Cancelled
480,500,2023-03-01,Debit Card,Shipped
481,8279,2025-04-24,Credit Card,Cancelled
482,4889,2023-01-23,Debit Card,Cancelled
483,1098,2023-12-23,Credit Card,Cancelled
484,4771,2023-05-17,COD,Delivered
485,9931,2025-09-03,Credit Card,Cancelled
486,5737,2024-01-24,COD,Shipped
487,2407,2025-12-16,Debit Card,Delivered
488,2998,2023-11-20,UPI,Shipped
489,9499,2023-03-12,COD,Shipped
490,2567,2023-06-10,Wallet,Cancelled
491,8135,2024-05-22,UPI,Delivered
492,3726,2024-01-17,Wallet,Delivered
493,1462,2025-01-08,Credit Card,Shipped
494,6415,2024-02-27,UPI,Delivered
495,9961,2025-12-16,Wallet,Delivered
496,7709,2023-10-28,Debit Card,Returned
497,3031,2023-10-05,Debit Card,Shipped
498,7768,2024-06-17,COD,Cancelled
499,6126,2024-11-24,Credit Card,Returned
500,8505,2024-08-20,Debit Card,Delivered
501,3540,2025-10-12,UPI,Shipped
502,1615,2024-03-12,Credit Card,Delivered
503,4940,2023-02-04,Debit Card,Delivered
504,6371,2024-05-07,COD,Cancelled
505,5027,2023-12-24,Credit Card,Delivered
506,2572,2025-05-18,COD,Cancelled
507,102,2025-08-03,Credit Card,Returned
508,8456,2023-11-21,UPI,Delivered
509,8167,2025-08-10,Debit Card,Delivered
510,5490,2025-02-09,UPI,Delivered
511,7685,2025-10-09,UPI,Returned
512,2062,2024-10-24,Wallet,Shipped
513,8232,2025-07-10,Credit Card,Shipped
514,5428,2024-06-18,Credit Card,Returned
515,3090,2024-05-04,Credit Card,Returned
516,8925,2023-02-17,UPI,Shipped
517,8419,2024-06-07,UPI,Cancelled
518,3737,2025-10-08,COD,Shipped
519,4038,2023-08-03,UPI,Returned
520,6617,2025-02-14,Wallet,Delivered
521,4372,2025-03-10,Wallet,Delivered
522,1059,2024-11-09,Debit Card,Cancelled
523,7947,2025-11-17,Debit Card,Shipped
524,8357,2025-04-06,COD,Cancelled
525,7041,2023-06-08,Debit Card,Delivered
526,2391,2023-02-12,Credit Card,Cancelled
527,7219,2023-09-05,Wallet,Shipped
528,5832,2025-10-22,Credit Card,Shipped
529,3616,2023-03-04,Credit Card,Returned
530,1641,2023-01-15,Wallet,Shipped
531,1636,2024-03-01,UPI,Returned
532,8261,2023-12-22,Wallet,Delivered
533,5227,2023-05-08,Debit Card,Returned
534,4989,2024-03-21,Credit Card,Shipped
535,6764,2025-08-13,Debit Card,Returned
536,3655,2025-10-23,UPI,Shipped
537,7211,2025-10-12,COD,Delivered
538,491,2024-03-12,Wallet,Shipped
539,5721,2023-01-07,UPI,Shipped
540,9673,2024-07-08,Credit Card,Shipped
541,3700,2025-09-09,UPI,Delivered
542,3892,2024-12-08,UPI,Delivered
543,498,2025-08-24,Wallet,Returned
544,8315,2024-08-12,Wallet,Shipped
545,8658,2024-07-12,UPI,Delivered
546,302,2025-03-08,Debit Card,Returned
547,237,2025-05-04,UPI,Returned
548,3196,2025-02-04,UPI,Shipped
549,9544,2024-06-15,COD,Cancelled
550,8839,2023-05-18,Wallet,Cancelled
551,7359,2025-05-24,Debit Card,Delivered
552,341,2023-09-10,Credit Card,Shipped
553,6648,2024-01-08,COD,Returned
554,473,2024-01-14,UPI,Delivered
555,2392,2025-06-10,UPI,Cancelled
556,7076,2023-09-13,COD,Shipped
557,1551,2024-06-11,Credit Card,Shipped
558,9184,2024-04-04,Credit Card,Delivered
559,2766,2023-12-01,Debit Card,Shipped
560,8313,2023-10-02,Debit Card,Delivered
561,3550,2023-08-12,Wallet,Returned
562,2934,2023-07-16,Credit Card,Delivered
563,1077,2024-09-15,UPI,Shipped
564,3523,2023-08-10,UPI,Cancelled
565,8214,2023-04-05,Credit Card,Delivered
566,4675,2025-02-13,UPI,Cancelled
567,7462,2023-11-26,UPI,Shipped
568,4269,2024-02-05,UPI,Returned
569,9586,2024-12-14,Wallet,Returned
570,6194,2024-06-26,Wallet,Cancelled
571,2840,2023-12-09,Credit Card,Cancelled
572,902,2023-11-22,UPI,Shipped
573,6933,2024-07-15,Wallet,Returned
574,7020,2023-12-03,Wallet,Cancelled
575,4197,2024-02-08,Credit Card,Returned
576,2366,2023-04-12,Wallet,Shipped
577,257,2023-10-13,Debit Card,Delivered
578,6913,2023-06-11,Credit Card,Cancelled
579,2912,2025-06-02,Credit Card,Returned
580,8884,2023-04-13,Debit Card,Cancelled
581,1594,2025-03-23,COD,Cancelled
582,1972,2024-11-25,Debit Card,Cancelled
583,2195,2023-09-17,Debit Card,Cancelled
584,974,2024-05-18,Debit Card,Delivered
585,6559,2023-07-04,Debit Card,Cancelled
586,3551,2023-12-08,COD,Cancelled
587,2972,2023-01-15,Credit Card,Returned
588,7697,2023-11-19,Credit Card,Shipped
589,7679,2023-03-15,Wallet,Shipped
590,5876,2023-12-21,Debit Card,Shipped
591,3950,2025-08-17,Debit Card,Returned
592,8561,2025-04-18,Credit Card,Shipped
593,1320,2023-10-05,COD,Cancelled
594,7750,2023-08-07,UPI,Delivered
595,7724,2025-04-23,UPI,Returned
596,5214,2025-11-27,Wallet,Delivered
597,3921,2023-10-01,COD,Returned
598,3223,2024-05-27,UPI,Delivered
599,4070,2023-10-16,Wallet,Returned
600,5186,2025-02-22,UPI,Delivered
601,1868,2025-09-22,Debit Card,Shipped
602,7693,2025-12-13,Wallet,Cancelled
603,1092,2025-07-20,COD,Returned
604,4915,2023-08-28,Debit Card,Delivered
605,3066,2024-02-06,COD,Cancelled
606,8872,2025-09-06,UPI,Cancelled
607,9927,2025-01-16,UPI,Shipped
608,8533,2024-07-16,Wallet,Returned
609,4140,2025-06-18,Wallet,Shipped
610,5702,2024-02-15,Wallet,Cancelled
611,9569,2024-02-08,Wallet,Cancelled
612,5477,2024-04-23,UPI,Cancelled
613,948,2025-07-22,UPI,Shipped
614,4373,2025-08-17,Wallet,Returned
615,1299,2024-07-26,COD,Returned
616,2647,2024-08-13,Credit Card,Delivered
617,5833,2025-10-06,Wallet,Returned
618,2391,2025-04-09,Debit Card,Cancelled
619,7678,2023-11-20,COD,Returned
620,639,2024-09-07,UPI,Delivered
621,8602,2023-02-04,Wallet,Cancelled
622,8265,2024-06-23,Wallet,Delivered
623,7023,2024-04-23,UPI,Cancelled
624,8767,2023-05-08,UPI,Cancelled
625,1346,2025-06-11,COD,Cancelled
626,9473,2023-09-05,COD,Cancelled
627,1652,2025-05-02,UPI,Shipped
628,3551,2024-08-12,COD,Shipped
629,617,2024-11-08,Credit Card,Delivered
630,2628,2023-05-08,UPI,Delivered
631,6870,2024-04-24,Wallet,Cancelled
632,1252,2025-06-13,UPI,Delivered
633,8216,2023-11-15,Wallet,Returned
634,262,2023-04-09,Wallet,Delivered
635,8868,2023-03-14,Credit Card,Cancelled
636,6821,2025-12-05,COD,Shipped
637,4199,2024-12-08,Credit Card,Returned
638,1408,2024-10-01,COD,Delivered
639,310,2024-10-27,Wallet,Delivered
640,5986,2024-03-27,Wallet,Cancelled
641,14,2024-03-11,COD,Shipped
